fid,PROV_ID,PROV_NOMB,DIST_ID,DIST_NOMB,CORR_ID,CORR_NOMB,CORR_LEY,LEY_MOD_C,GACETA_C,GACE_MOD_C,Shape_Leng,Shape_Area,REGI_ID,CORR_CODE,DIST_CODE
213,"05",DARIÉN,"02",PINOGANA,"07",YAVIZA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,"LEY N° 22 DEL 8 NOVIEMBRE DE 1983, LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 57 DEL 14 DE JULIO DE 2017",GA 19965,"GA 19976, GA 23602, GA 28322-A",129460.374899068,423934243.35698,"0504","050207","0502"
214,"05",DARIÉN,"03",SANTA FE,"07",RÍO CONGO,LEY N° 58 DEL 29 DE JULIO DE 1998,LEY N° 57 DEL 14 DE JULIO DE 2017,GA 19965,"GA 23602, 28322-A",268096.267337545,538886783.715655,"0505","050307","0503"
215,"05",DARIÉN,"03",SANTA FE,"14",CUCUNATÍ,LEY N° 58 DEL 29 DE JULIO DE 1998,LEY N° 57 DEL 14 DE JULIO DE 2017,GA 23602,GA 28322-A,119368.509127501,199509420.578193,"0505","050314","0503"
216,"05",DARIÉN,"03",SANTA FE,"15",RÍO CONGO ARRIBA,LEY N° 58 DEL 29 DE JULIO DE 1998,LEY N° 57 DEL 14 DE JULIO DE 2017,GA 23602,GA 28322-A,108086.690776874,313033838.496152,"0505","050315","0503"
217,"05",DARIÉN,"03",SANTA FE,"16",SANTA FE,LEY N° 58 DEL 29 DE JULIO DE 1998,LEY N° 57 DEL 14 DE JULIO DE 2017,GA 23602,GA 28322-A,194788.354223232,432061398.706611,"0505","050316","0503"
218,"06",HERRERA,"01",CHITRÉ,"01",CHITRÉ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,16150.0162453568,12819451.197984,"0601","060101","0601"
219,"06",HERRERA,"01",CHITRÉ,"02",LA ARENA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,30347.5458146948,27665058.1844115,"0601","060102","0601"
220,"06",HERRERA,"01",CHITRÉ,"03",MONAGRILLO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,36274.2325365503,27947768.712311,"0601","060103","0601"
221,"06",HERRERA,"01",CHITRÉ,"04",LLANO BONITO,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,21004.2390789334,11568766.1274826,"0601","060104","0601"
222,"06",HERRERA,"01",CHITRÉ,"05",SAN JUAN BAUTISTA,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,21233.056881087,8456235.11692217,"0601","060105","0601"
223,"06",HERRERA,"02",LAS MINAS,"01",LAS MINAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 41 DE 30 DEL ABRIL DE 2003, LEY N° 37 DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 24794, GA 26069",53381.9168137025,57300157.7429629,"0602","060201","0602"
224,"06",HERRERA,"02",LAS MINAS,"02",CHEPO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 41 DE 30 DEL ABRIL DE 2003, LEY N° 37 DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 24794, GA 26069",64652.4196367919,142120871.818612,"0602","060202","0602"
225,"06",HERRERA,"02",LAS MINAS,"03",CHUMICAL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 41 DEL 30 DE ABRIL DE 2003, LEY N° 37 DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 24794, GA 26069",25851.984177516,24934857.4977863,"0602","060203","0602"
226,"06",HERRERA,"02",LAS MINAS,"04",EL TORO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 41 DE 30 DEL ABRIL DE 2003, LEY N° 37 DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 24794, GA 26069",55842.9076190952,83318038.7302637,"0602","060204","0602"
227,"06",HERRERA,"02",LAS MINAS,"05",LEONES,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 41 DE 30 DEL ABRIL DE 2003, LEY N° 37 DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 24794, GA 26069",51970.8137166158,72592864.2168201,"0602","060205","0602"
228,"06",HERRERA,"02",LAS MINAS,"06",QUEBRADA DEL ROSARIO,LEY N° 58 DEL 29 DE JULIO DE 1998,LEY N° 41 DEL 30 DE ABRIL DE 2003,GA 22526,"GA 23602, GA 24794",37265.8148821911,46253217.7673225,"0602","060206","0602"
229,"06",HERRERA,"02",LAS MINAS,"07",QUEBRADA EL CIPRIÁN,LEY N° 41 DEL 30 DE ABRIL DE 2003,N/A,GA 24794,N/A,37803.6005359207,42588505.3370131,"0602","060207","0602"
230,"06",HERRERA,"03",LOS POZOS,"01",LOS POZOS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 18 DEL 24 DE ENERO DE 2003",GA 22526,"GA 23602, GA 24731",44474.1220167798,58068506.4677201,"0603","060301","0603"
231,"06",HERRERA,"03",LOS POZOS,"02",EL CAPURÍ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 18 DEL 24 DE ENERO DE 2003",GA 22526,"GA 23602, GA 24731",22693.8059781765,18335409.8249756,"0603","060302","0603"
232,"06",HERRERA,"03",LOS POZOS,"03",EL CALABACITO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 18 DEL 24 DE ENERO DE 2003",GA 22526,"GA 23602, GA 24731",31409.1256322832,34323644.7805872,"0603","060303","0603"
233,"06",HERRERA,"03",LOS POZOS,"04",EL CEDRO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 18 DEL 24 DE ENERO DE 2003",GA 22526,"GA 23602, GA 24731",34703.4530749661,34077775.7986312,"0603","060304","0603"
234,"06",HERRERA,"03",LOS POZOS,"05",LA ARENA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 18 DEL 24 DE ENERO DE 2003",GA 22526,"GA 23602, GA 24731",30508.5940184886,23810799.4603791,"0603","060305","0603"
235,"06",HERRERA,"03",LOS POZOS,"06",LA PITALOZA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 18 DEL 24 DE ENERO DE 2003, LEY N° 37 DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 24731, GA 26069",61566.8065982648,84959156.8183161,"0603","060306","0603"
236,"06",HERRERA,"03",LOS POZOS,"07",LOS CERRITOS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 18 DEL 24 DE ENERO DE 2003",GA 22526,"GA 23602, GA 24731",37849.0072408925,32706364.5317573,"0603","060307","0603"
237,"06",HERRERA,"03",LOS POZOS,"08",LOS CERROS DE PAJA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 18 DEL 24 DE ENERO DE 2003",GA 22526,"GA 23602, GA 24731",35734.6724126293,36980757.747601,"0603","060308","0603"
238,"06",HERRERA,"03",LOS POZOS,"09",LAS LLANAS,LEY N° 18 DEL 24 DE ENERO DE 2003,N/A,GA 24731,N/A,55321.2764237577,61854326.301054,"0603","060309","0603"
239,"06",HERRERA,"04",OCÚ,"01",OCÚ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 41 DEL 30 DE ABRIL  DE 2003, LEY N° 37  DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 24794, GA 26069",88061.8744208288,122153225.84047,"0604","060401","0604"
240,"06",HERRERA,"04",OCÚ,"02",CERRO LARGO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 41 DEL 30 DE ABRIL  DE 2003, LEY N° 37  DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 24794, GA 26069",50230.6946858334,52289219.2182664,"0604","060402","0604"
241,"06",HERRERA,"04",OCÚ,"03",LOS LLANOS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 41 DEL 30 DE ABRIL  DE 2003, LEY N° 37 DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 24794, GA 26069",74416.485034615,98123373.0661227,"0604","060403","0604"
242,"06",HERRERA,"04",OCÚ,"04",LLANO GRANDE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 41 DEL 30 DE ABRIL  DE 2003",GA 22526,"GA 23602, GA 24794",48581.6133968843,71355652.5271417,"0604","060404","0604"
243,"06",HERRERA,"04",OCÚ,"05",PEÑA CHATAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 41 DEL 30 DE ABRIL  DE 2003, LEY N° 37  DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 24794, GA 26069",65997.5378204493,88923276.0921951,"0604","060405","0604"
244,"06",HERRERA,"04",OCÚ,"06",EL TIJERA,LEY N° 58 DEL 29 DE JULIO DE 1998,"LEY N° 41 DEL 30 DE ABRIL DE 2003, LEY N° 37 DEL 24 DE JUNIO DE 2008",GA 23602,"GA 24794, GA 26069",48822.2002874672,66908263.0250773,"0604","060406","0604"
245,"06",HERRERA,"04",OCÚ,"07",MENCHACA,LEY N° 41 DEL 30 DE ABRIL DE 2003,LEY N° 37 DEL 24 DE JUNIO DE 2008,GA 24794,GA 26069,50614.1350471134,66462783.2038564,"0604","060407","0604"
246,"06",HERRERA,"04",OCÚ,"08",ENTRADERO DEL CASTILLO,LEY N° 30 DEL 10 DE MAYO DE 2012,N/A,GA 27032-A,N/A,58886.3218883801,52829918.8544815,"0604","060408","0604"
247,"06",HERRERA,"05",PARITA,"01",PARITA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,70966.5646082991,108996661.817439,"0605","060501","0605"
248,"06",HERRERA,"05",PARITA,"02",CABUYA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,43556.5770431505,59559773.1345486,"0605","060502","0605"
249,"06",HERRERA,"05",PARITA,"03",LOS CASTILLOS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,27684.7145414063,22582876.2209895,"0605","060503","0605"
250,"06",HERRERA,"05",PARITA,"04",LLANO DE LA CRUZ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,21605.4915958224,10822990.7304774,"0605","060504","0605"
251,"06",HERRERA,"05",PARITA,"05",PARÍS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,60363.7076210195,76013743.0358677,"0605","060505","0605"
252,"06",HERRERA,"05",PARITA,"06",PORTOBELILLO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,26775.3524278258,27132498.2637919,"0605","060506","0605"
253,"06",HERRERA,"05",PARITA,"07",POTUGA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,56491.6454559194,49107942.6475747,"0605","060507","0605"
254,"06",HERRERA,"06",PESÉ,"01",PESÉ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1917,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,13945.6748847605,5484228.95110438,"0603","060601","0606"
255,"06",HERRERA,"06",PESÉ,"02",LAS CABRAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1918,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,44665.1710956635,58397404.9967107,"0603","060602","0606"
256,"06",HERRERA,"06",PESÉ,"03",EL PÁJARO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1919,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,25516.0280393502,23315641.6878918,"0603","060603","0606"
257,"06",HERRERA,"06",PESÉ,"04",EL BARRERO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1920,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,39427.0325736297,36886496.7270009,"0603","060604","0606"
258,"06",HERRERA,"06",PESÉ,"05",EL PEDREGOSO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1921,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,32674.6717790491,31534912.0799998,"0603","060605","0606"
259,"06",HERRERA,"06",PESÉ,"06",EL CIRUELO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1922,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,38376.0950001238,45692358.3485004,"0603","060606","0606"
260,"06",HERRERA,"06",PESÉ,"07",SABANA GRANDE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1923,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,48753.0887393021,58272015.2833132,"0603","060607","0606"
261,"06",HERRERA,"06",PESÉ,"08",RINCÓN HONDO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1924,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,34570.2864873558,29651161.2656874,"0603","060608","0606"
262,"06",HERRERA,"07",SANTA MARÍA,"01",SANTA MARÍA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,32719.8829131788,24693791.8331911,"0605","060701","0607"
263,"06",HERRERA,"07",SANTA MARÍA,"02",CHUPAMPA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,34749.8289752119,23794140.5207273,"0605","060702","0607"
264,"06",HERRERA,"07",SANTA MARÍA,"03",EL RINCÓN,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,36122.777482722,40460612.1514369,"0605","060703","0607"
265,"06",HERRERA,"07",SANTA MARÍA,"04",EL LIMÓN,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,29608.5562340124,23467840.2137714,"0605","060704","0607"
266,"06",HERRERA,"07",SANTA MARÍA,"05",LOS CANELOS,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,51921.7267759279,47138035.5509398,"0605","060705","0607"
267,"07",LOS SANTOS,"01",GUARARÉ,"01",GUARARÉ,LEY N° 1 DEL 22 DE AGOSTO DE 1916 (CÓDIGO ADMINISTRATIVO),"LEY N° 58 DEL 29 DE JULIO DE 1998, SIGUE EN VIGENCIA CÓDIGO ADMINISTRATIVO DE 1916",GA 02404,GA 23602,22030.4653273469,16741033.2957721,"0701","070101","0701"
268,"07",LOS SANTOS,"01",GUARARÉ,"02",EL ESPINAL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,37383.9446441376,35244956.8048955,"0701","070102","0701"
269,"07",LOS SANTOS,"01",GUARARÉ,"03",EL MACANO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,25333.0340180072,29005758.9340778,"0701","070103","0701"
270,"07",LOS SANTOS,"01",GUARARÉ,"04",GUARARÉ ARRIBA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,17363.2209438804,8582811.36342095,"0701","070104","0701"
271,"07",LOS SANTOS,"01",GUARARÉ,"05",LA ENEA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,19379.6842319974,13144342.5907888,"0701","070105","0701"
272,"07",LOS SANTOS,"01",GUARARÉ,"06",LA PASERA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,22513.1015718272,17489012.3344978,"0701","070106","0701"
273,"07",LOS SANTOS,"01",GUARARÉ,"07",LAS TRANCAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,31350.529906135,29167946.5815729,"0701","070107","0701"
274,"07",LOS SANTOS,"01",GUARARÉ,"08",LLANO ABAJO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,30261.3495920913,21372093.3585291,"0701","070108","0701"
275,"07",LOS SANTOS,"01",GUARARÉ,"09",EL HATO,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,26581.136975245,24334739.3137151,"0701","070109","0701"
276,"07",LOS SANTOS,"01",GUARARÉ,"10",PERALES,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,25398.0826341724,17856859.4852077,"0701","070110","0701"
277,"07",LOS SANTOS,"02",LAS TABLAS,"01",LAS TABLAS,LEY N° 1 DEL 22 DE AGOSTO DE 1916 (CÓDIGO ADMINISTRATIVO),"LEY N° 58 DEL 29 DE JULIO DE 1998, SIGUE EN VIGENCIA CÓDIGO ADMINISTRATIVO DE 1916",GA 02404,GA 23602,23073.023874076,9771421.60597258,"0702","070201","0702"
278,"07",LOS SANTOS,"02",LAS TABLAS,"02",BAJO CORRAL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,52973.5726620879,63369424.5106331,"0702","070202","0702"
279,"07",LOS SANTOS,"02",LAS TABLAS,"03",BAYANO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,65324.7891349983,114094729.78928,"0702","070203","0702"
280,"07",LOS SANTOS,"02",LAS TABLAS,"04",EL CARATE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,24622.2969553712,17704147.9480205,"0702","070204","0702"
281,"07",LOS SANTOS,"02",LAS TABLAS,"05",EL COCAL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,12895.4538491322,7069817.7120294,"0702","070205","0702"
282,"07",LOS SANTOS,"02",LAS TABLAS,"06",EL MANANTIAL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,27244.5970741435,26936170.9219528,"0702","070206","0702"
283,"07",LOS SANTOS,"02",LAS TABLAS,"07",EL MUÑOZ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,30477.1575755301,32944572.8564771,"0702","070207","0702"
284,"07",LOS SANTOS,"02",LAS TABLAS,"08",EL PEDREGOSO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,15862.6873355489,7226491.34442718,"0702","070208","0702"
285,"07",LOS SANTOS,"02",LAS TABLAS,"09",LA LAJA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,12611.6926533989,4516120.48634845,"0702","070209","0702"
286,"07",LOS SANTOS,"02",LAS TABLAS,"10",LA MIEL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,36347.1078224367,40046583.5442843,"0702","070210","0702"
287,"07",LOS SANTOS,"02",LAS TABLAS,"11",LA PALMA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,21565.1220571765,13266222.1641645,"0702","070211","0702"
288,"07",LOS SANTOS,"02",LAS TABLAS,"12",LA TIZA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,11294.3053401403,3804986.60964506,"0702","070212","0702"
289,"07",LOS SANTOS,"02",LAS TABLAS,"13",LAS PALMITAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,17601.4389720201,11207977.1887928,"0702","070213","0702"
290,"07",LOS SANTOS,"02",LAS TABLAS,"14",LAS TABLAS ABAJO,LEY N° 1 DEL 22 DE AGOSTO DE 1916 (CÓDIGO ADMINISTRATIVO),"LEY N° 58 DEL 29 DE JULIO DE 1998, SIGUE EN VIGENCIA CÓDIGO ADMINISTRATIVO DE 1916",GA 02404,GA 23602,21282.2384928364,15897849.3002377,"0702","070214","0702"
291,"07",LOS SANTOS,"02",LAS TABLAS,"15",NUARIO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,71217.6203709689,95157810.8985676,"0702","070215","0702"
292,"07",LOS SANTOS,"02",LAS TABLAS,"16",PALMIRA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,18379.640264953,9528580.16919819,"0702","070216","0702"
293,"07",LOS SANTOS,"02",LAS TABLAS,"17",PEÑA BLANCA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,15533.8041683188,7885937.72187574,"0702","070217","0702"
294,"07",LOS SANTOS,"02",LAS TABLAS,"18",RÍO HONDO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,42203.527546243,32274722.2595992,"0702","070218","0702"
295,"07",LOS SANTOS,"02",LAS TABLAS,"19",SAN JOSÉ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,51798.5101969672,61864594.2197912,"0702","070219","0702"
296,"07",LOS SANTOS,"02",LAS TABLAS,"20",SAN MIGUEL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,17650.1064909264,10218480.9849812,"0702","070220","0702"
