fid,PROV_ID,PROV_NOMB,DIST_ID,DIST_NOMB,CORR_ID,CORR_NOMB,CORR_LEY,LEY_MOD_C,GACETA_C,GACE_MOD_C,Shape_Leng,Shape_Area,REGI_ID,CORR_CODE,DIST_CODE
484,"09",VERAGUAS,"10",SANTIAGO,"10",EDWIN FÁBREGA,LEY Nº 53 DEL 22 DE NOVIEMBRE DE 2002,N/A,GA 24692,N/A,28878.5398885652,35103249.3853648,"0901","091010","0910"
485,"09",VERAGUAS,"10",SANTIAGO,"11",SAN MARTÍN DE PORRES,LEY Nº 53 DEL 22 DE NOVIEMBRE DE 2002,N/A,GA 24692,N/A,11566.8809450545,5277976.40748506,"0911","091011","0910"
486,"09",VERAGUAS,"10",SANTIAGO,"12",URRACÁ,LEY Nº 53 DEL 22 DE NOVIEMBRE DE 2002,N/A,GA 24692,N/A,61271.0178527329,73626155.2858717,"0911","091012","0910"
487,"09",VERAGUAS,"10",SANTIAGO,"13",RODRIGO LUQUE,LEY N° 21 DEL 16 DE OCTUBRE DE 2014,N/A,GA 27644-A,N/A,22243.4405757684,16918249.1884144,"0910","091013","0910"
488,"09",VERAGUAS,"10",SANTIAGO,"14",NUEVO SANTIAGO,LEY N° 68 DEL 30 DE OCTUBRE DE 2017,N/A,GA 28397-C,N/A,28140.9589571349,23469784.7401351,"0909","091014","0910"
489,"09",VERAGUAS,"10",SANTIAGO,"15",SANTIAGO ESTE,LEY N° 68 DEL 30 DE OCTUBRE DE 2017,N/A,GA 28397-C,N/A,38212.8795013019,28637676.7910409,"0911","091015","0910"
490,"09",VERAGUAS,"10",SANTIAGO,"16",SANTIAGO SUR,LEY N° 68 DEL 30 DE OCTUBRE DE 2017,N/A,GA 28397-C,N/A,76875.6318632691,169536547.363015,"0901","091016","0910"
491,"09",VERAGUAS,"11",SONÁ,"01",SONÁ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,44146.0146552592,69557722.3235884,"0912","091101","0911"
492,"09",VERAGUAS,"11",SONÁ,"02",BAHÍA HONDA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,176624.148958618,173210172.81975,"0912","091102","0911"
493,"09",VERAGUAS,"11",SONÁ,"03",CALIDONIA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,74417.2737559661,158671755.6138,"0912","091103","0911"
494,"09",VERAGUAS,"11",SONÁ,"04",CATIVÉ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,75646.8079387347,136079710.693835,"0912","091104","0911"
495,"09",VERAGUAS,"11",SONÁ,"05",EL MARAÑÓN,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,70794.2385062384,114313747.529886,"0912","091105","0911"
496,"09",VERAGUAS,"11",SONÁ,"06",GUARUMAL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,107887.423414278,130969620.457241,"0912","091106","0911"
497,"09",VERAGUAS,"11",SONÁ,"07",LA SOLEDAD,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,67084.1634718847,119406558.956313,"0912","091107","0911"
498,"09",VERAGUAS,"11",SONÁ,"08",QUEBRADA DE ORO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,49848.6860251831,61274640.8611195,"0912","091108","0911"
499,"09",VERAGUAS,"11",SONÁ,"09",RÍO GRANDE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 34 DEL 10 DE MAYO DE 2012",GA 22526,"GA 23602, GA 27032-B",87274.8279052874,152560367.417815,"0912","091109","0911"
500,"09",VERAGUAS,"11",SONÁ,"10",RODEO VIEJO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,61134.5917034598,122586999.608301,"0912","091110","0911"
501,"09",VERAGUAS,"11",SONÁ,"11",HICACO,LEY Nº 34 DEL 10 DE MAYO DE 2012,N/A,GA 27032-B,N/A,57689.2462794211,94567078.2658869,"0912","091111","0911"
502,"09",VERAGUAS,"11",SONÁ,"12",LA TRINCHERA,LEY N° 3 DEL 6 DE FEBRERO DE 2018,N/A,GA 28462-B,N/A,102023.596630135,189619483.06232,"0912","091112","0911"
503,"09",VERAGUAS,"12",MARIATO,"01",LLANO DE CATIVAL O MARIATO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY Nº 27 DEL 25 DE JUNIO DE 2001,GA 22526,GA 24333,102146.769353957,314629364.589377,"0913","091201","0912"
504,"09",VERAGUAS,"12",MARIATO,"02",ARENAS,LEY Nº 27 DE 25 DE JUNIO DE 2001,N/A,GA 24333,N/A,92217.9412404704,231592428.324388,"0913","091202","0912"
505,"09",VERAGUAS,"12",MARIATO,"03",EL CACAO,LEY N° 27 DEL 25 DE JUNIO DE 2001,N/A,GA 24333,N/A,153653.861305483,414333487.163615,"0913","091203","0912"
506,"09",VERAGUAS,"12",MARIATO,"04",QUEBRO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,N/A,GA 22526,N/A,127541.405538106,350571900.624541,"0913","091204","0912"
507,"10",COMARCA KUNA YALA,"01",COMARCA KUNA YALA,"02",AILIGANDÍ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 19960,N/A,284126.169749737,575703732.469587,"1002","100102","1001"
508,"10",COMARCA KUNA YALA,"01",COMARCA KUNA YALA,"03",PUERTO OBALDÍA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 19960,N/A,78567.2403106107,97570855.2908281,"1003","100103","1001"
509,"10",COMARCA KUNA YALA,"01",COMARCA KUNA YALA,"04",TUBUALÁ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 19960,N/A,381274.150513309,668697226.707834,"1003","100104","1001"
510,"11",COMARCA EMBERÁ-WOUNAÁN,"01",CÉMACO,"01",CIRILO GUAYNORA,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,N/A,GA 19976,N/A,154835.762595535,430318586.112566,"0503","110101","1101"
511,"11",COMARCA EMBERÁ-WOUNAÁN,"01",CÉMACO,"02",LAJAS BLANCAS,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,N/A,GA 19976,N/A,279103.6314185,1647056337.80874,"0504","110102","1101"
512,"11",COMARCA EMBERÁ-WOUNAÁN,"01",CÉMACO,"03",MANUEL ORTEGA,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,N/A,GA 19976,N/A,178151.350822723,973007233.417025,"0503","110103","1101"
513,"11",COMARCA EMBERÁ-WOUNAÁN,"02",SAMBÚ,"01",RÍO SÁBALO,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,N/A,GA 19976,N/A,177887.058087546,550964003.073192,"0501","110201","1102"
514,"11",COMARCA EMBERÁ-WOUNAÁN,"02",SAMBÚ,"02",JINGURUDÓ,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,N/A,GA 19976,N/A,165544.731190283,760684874.202321,"0501","110202","1102"
515,"12",COMARCA NGÄBE-BUGLÉ,"01",BESIKO,"01",SOLOY,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,70711.0257294577,113578457.069271,"1201","120101","1201"
516,"12",COMARCA NGÄBE-BUGLÉ,"01",BESIKO,"02",BOCA DE BALSA,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 23242,"GA 23664, GA 27032-B",67459.0013776587,119299923.285515,"1201","120102","1201"
517,"12",COMARCA NGÄBE-BUGLÉ,"01",BESIKO,"03",CAMARÓN ARRIBA,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,48692.843101068,50542332.8121393,"1201","120103","1201"
518,"12",COMARCA NGÄBE-BUGLÉ,"01",BESIKO,"04",CERRO BANCO,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,54337.9609381684,109825580.322606,"1201","120104","1201"
519,"12",COMARCA NGÄBE-BUGLÉ,"01",BESIKO,"05",CERRO DE PATENA,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,40012.7373177545,51993697.800755,"1201","120105","1201"
520,"12",COMARCA NGÄBE-BUGLÉ,"01",BESIKO,"06",EMPLANADA DE CHORCHA,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 23242,"GA 23664, GA 27032-B",121716.187302456,147679793.888561,"1201","120106","1201"
521,"12",COMARCA NGÄBE-BUGLÉ,"01",BESIKO,"07",NÄMNONI,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,33294.5687936497,28223681.0232986,"1201","120107","1201"
522,"12",COMARCA NGÄBE-BUGLÉ,"01",BESIKO,"08",NIBA,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 23242,"GA 23664, GA 27032-B",61493.6040855227,134822851.181319,"1201","120108","1201"
523,"12",COMARCA NGÄBE-BUGLÉ,"02",MIRONÓ,"01",HATO PILÓN,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,32858.7036005299,45207612.1873008,"1202","120201","1202"
524,"12",COMARCA NGÄBE-BUGLÉ,"02",MIRONÓ,"02",CASCABEL,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 31 DE OCTUBRE DE 1998,GA 23242,GA 23664,62858.9915427054,123488046.467219,"1202","120202","1202"
525,"12",COMARCA NGÄBE-BUGLÉ,"02",MIRONÓ,"03",HATO COROTÚ,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,36635.0870769727,21035191.3797643,"1202","120203","1202"
526,"12",COMARCA NGÄBE-BUGLÉ,"02",MIRONÓ,"04",HATO CULANTRO,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,40551.3241463362,67789117.7178583,"1202","120204","1202"
527,"12",COMARCA NGÄBE-BUGLÉ,"02",MIRONÓ,"05",HATO JOBO,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,34807.5187816802,30923107.5128835,"1202","120205","1202"
528,"12",COMARCA NGÄBE-BUGLÉ,"02",MIRONÓ,"06",HATO JULÍ,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,16018.8517414733,9925328.08619537,"1202","120206","1202"
529,"12",COMARCA NGÄBE-BUGLÉ,"02",MIRONÓ,"07",QUEBRADA DE LORO,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,27682.5689719529,14537370.2017881,"1202","120207","1202"
530,"12",COMARCA NGÄBE-BUGLÉ,"02",MIRONÓ,"08",SALTO DUPÍ,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,26193.7195118217,27459129.6109832,"1202","120208","1202"
531,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"01",CHICHICA,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 31 DEL 10 DE MARZO DE 2012",GA 23242,"GA 23664, GA 27032-A",45879.0300696855,50712001.5590181,"1203","120301","1203"
532,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"02",ALTO CABALLERO,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 31 DEL 10 DE MARZO DE 2012",GA 23242,"GA 23664, GA 27032-A",44206.413851601,19398553.3221334,"0414","120302","1203"
533,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"03",BAKAMA,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,53101.9078396521,11717326.0298692,"1204","120303","1203"
534,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"04",CERRO CAÑA,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 31 DEL 10 DE MARZO DE 2012",GA 23242,"GA 23664, GA 27032-A",41666.7130368406,31253302.1602751,"0414","120304","1203"
535,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"05",CERRO PUERCO,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,36237.0410054277,43367270.7890103,"1203","120305","1203"
536,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"06",KRÜA,LEY N° 10 DEL 7 DE MARZO DE 1997,N/A,GA 23242,N/A,75696.5531112727,168988921.730293,"1204","120306","1203"
537,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"07",MARACA,LEY N° 10 DEL 7 DE MARZO DE 1997,N/A,GA 23242,N/A,27687.5738668189,37036796.7402783,"1203","120307","1203"
538,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"08",NIBRA,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,86068.3837541477,35161483.1171163,"1204","120308","1203"
539,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"09",PEÑA BLANCA,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,60476.1822404073,103189256.356709,"1203","120309","1203"
540,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"10",ROKARI,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,51276.1041368964,83404920.2679439,"1204","120310","1203"
541,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"11",SITIO PRADO,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 31 DEL 10 DE MAYO DE 2012,GA 23242,GA 27032-A,40974.8898201232,52094402.7352578,"1204","120311","1203"
542,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"12",ÜMANI,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,31309.4690306842,23822548.9248351,"1203","120312","1203"
543,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"13",DIKERI,LEY N° 31 DEL 10 DE MARZO DE 2012,N/A,GA 27032-A,N/A,34013.5705803698,31269620.4442219,"1203","120313","1203"
544,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"14",DIKO,LEY N° 31 DEL 10 DE MARZO DE 2012,N/A,GA 27032-A,N/A,36794.3056225703,42055580.125705,"1203","120314","1203"
545,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"15",KIKARI,LEY N° 31 DEL 10 DE MARZO DE 2012,N/A,GA 27032-A,N/A,20897.3782223827,13461127.568795,"1203","120315","1203"
546,"12",COMARCA NGÄBE-BUGLÉ,"03",MÜNA,"16",MREENI,LEY N° 31 DEL 10 DE MARZO DE 2012,N/A,GA 27032-A,N/A,42452.0382350225,53116917.0828025,"1204","120316","1203"
547,"12",COMARCA NGÄBE-BUGLÉ,"04",NOLE DUIMA,"01",CERRO IGLESIAS,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,31520.530365359,34879901.5348765,"1205","120401","1204"
548,"12",COMARCA NGÄBE-BUGLÉ,"04",NOLE DUIMA,"02",HATO CHAMÍ,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,34960.9863839675,50145055.8687787,"1205","120402","1204"
549,"12",COMARCA NGÄBE-BUGLÉ,"04",NOLE DUIMA,"03",JÄDEBERI,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,48981.4673833712,66554742.6616907,"1205","120403","1204"
550,"12",COMARCA NGÄBE-BUGLÉ,"04",NOLE DUIMA,"04",LAJERO,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,30447.8631436583,11683141.1384395,"1205","120404","1204"
551,"12",COMARCA NGÄBE-BUGLÉ,"04",NOLE DUIMA,"05",SUSAMA,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,31577.376789787,21898552.2395964,"1205","120405","1204"
552,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"01",BUENOS AIRES,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 31 DEL 10 DE MAYO DE 2012",GA 23242,"GA 23664, GA 27032-A",33305.1340772928,26967812.2593919,"0904","120501","1205"
553,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"02",AGUA DE SALUD,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 31 DEL 10 DE MAYO DE 2012",GA 23242,"GA 23664, GA 27032-A",44179.2428005833,69970788.8998621,"0904","120502","1205"
554,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"03",ALTO DE JESÚS,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,51242.3337424939,27483453.7962563,"0904","120503","1205"
555,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"04",CERRO PELADO,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,61786.4819951647,31141795.1503789,"0905","120504","1205"
556,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"05",EL BALE,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,91587.8846757312,48101483.3877992,"0904","120505","1205"
557,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"06",EL PAREDÓN,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,110953.328931325,117783970.951588,"0903","120506","1205"
558,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"07",EL PIRO,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,25610.4400240479,4779040.00809376,"0904","120507","1205"
559,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"08",GUAYABITO,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,45291.8704346156,59380991.3465306,"0904","120508","1205"
560,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"09",GÜIBALE,LEY N° 10 DEL 7 DE MARZO DE 1997,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 23242,GA 23664,86227.6982867792,98087047.6375356,"0903","120509","1205"
561,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"10",EL PEÑÓN,LEY N° 31 DEL 10 DE MAYO DE 2012,N/A,GA 27032-A,N/A,68559.8386406902,63245413.3845882,"0904","120510","1205"
562,"12",COMARCA NGÄBE-BUGLÉ,"05",ÑÜRÜM,"11",EL PIRO N°2 (MUAKWATA KUBU),LEY N° 31 DEL 10 DE MAYO DE 2012,N/A,GA 27032-A,N/A,33399.1543933878,35354359.4976,"0904","120511","1205"
563,"12",COMARCA NGÄBE-BUGLÉ,"06",KANKINTÚ,"01",BISIRA,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 31 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 19956,"GA 23242, GA 23664, GA 27032-B",108746.908310697,208753865.066681,"1206","120601","1206"
564,"12",COMARCA NGÄBE-BUGLÉ,"06",KANKINTÚ,"04",GWORONI,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,"LEY N° 69 DEL 31 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 19956,"GA 23242, GA 23664, GA 27032-B",103035.73206757,391900095.779248,"1206","120604","1206"
565,"12",COMARCA NGÄBE-BUGLÉ,"06",KANKINTÚ,"05",KANKINTÚ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 19956,"GA 23242, GA 23664, GA 27032-B",63367.6458054345,102034715.320331,"1206","120605","1206"
566,"12",COMARCA NGÄBE-BUGLÉ,"06",KANKINTÚ,"06",MÜNÜNI,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 19956,"GA 23242, GA 23664, GA 27032-B",50639.4673013352,85829477.5112892,"1206","120606","1206"
567,"12",COMARCA NGÄBE-BUGLÉ,"06",KANKINTÚ,"07",PIEDRA ROJA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 23242,"GA 23664, GA 27032-B",39986.947001518,71707471.0721152,"1206","120607","1206"
568,"12",COMARCA NGÄBE-BUGLÉ,"06",KANKINTÚ,"10",CALANTE,LEY N° 33 DEL 10 DE MAYO DE 2012,N/A,GA 27032-B,N/A,61263.8442114558,88602833.562001,"1206","120610","1206"
569,"12",COMARCA NGÄBE-BUGLÉ,"06",KANKINTÚ,"11",TOLOTE,LEY N° 33 DEL 10 DE MAYO DE 2012,N/A,GA 27032-B,N/A,63789.9883623022,96267514.8873969,"1206","120611","1206"
570,"12",COMARCA NGÄBE-BUGLÉ,"07",KUSAPÍN,"01",KUSAPÍN,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,"LEY N° 10 DEL 7 DE MARZO DE 1997, LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 20047,"GA 23242, GA 23664, GA 27032-B",51789.5685912877,22552672.9861612,"1207","120701","1207"
571,"12",COMARCA NGÄBE-BUGLÉ,"07",KUSAPÍN,"02",BAHÍA AZUL,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 33 DEL 10 DE MAYO DE 2012,GA 19956,GA 27032-B,92424.8988580544,81686531.8780515,"1207","120702","1207"
572,"12",COMARCA NGÄBE-BUGLÉ,"07",KUSAPÍN,"05",RÍO CHIRIQUÍ,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 23242,"GA 23664, GA 27032-B",151180.396848257,519313549.57695,"1207","120705","1207"
573,"12",COMARCA NGÄBE-BUGLÉ,"07",KUSAPÍN,"06",TOBOBE,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,"LEY N° 10 DEL 7 DE MARZO DE 1997, LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 20047,"GA 23242, GA 23664, GA 27032-B",104476.107573824,90706215.2309244,"1207","120706","1207"
574,"12",COMARCA NGÄBE-BUGLÉ,"07",KUSAPÍN,"08",CAÑAVERAL,LEY N° 33 DEL 10 DE MAYO DE 2012,N/A,GA 27032-B,N/A,73807.5347378188,129723332.198208,"1207","120708","1207"
575,"12",COMARCA NGÄBE-BUGLÉ,"08",JIRONDAI,"01",SAMBOA,LEY N° 33 DEL 10 DE MAYO DE 2012,N/A,GA 27032-B,N/A,85632.9822011016,203982595.6715,"1206","120801","1208"
576,"12",COMARCA NGÄBE-BUGLÉ,"08",JIRONDAI,"02",BÜRI,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 42 DEL 30 DE ABRIL DE 2003, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 23242,"GA 23664, GA 24794, GA 27032-B",124510.745882327,338373375.103178,"0105","120802","1208"
577,"12",COMARCA NGÄBE-BUGLÉ,"08",JIRONDAI,"03",GWARIBIARA,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 42 DEL 30 DE ABRIL DE 2003, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 23242,"GA 23664, GA 24794, GA 27032-B",135123.606848378,395642660.527263,"1206","120803","1208"
578,"12",COMARCA NGÄBE-BUGLÉ,"08",JIRONDAI,"04",MAN CREEK,LEY N° 42 DEL 30 DE ABRIL DE 2003,LEY N° 33 DEL 10 DE MAYO DE 2012,GA 24794,GA 27032-B,136869.031753601,184146927.85081,"1206","120804","1208"
579,"12",COMARCA NGÄBE-BUGLÉ,"08",JIRONDAI,"05",TU GWAI,LEY N° 10 DEL 7 DE MARZO DE 1997,"LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 33 DEL 10 DE MAYO DE 2012",GA 23242,"GA 23242, GA 27032-B",146463.560118949,257512076.199614,"0105","120805","1208"
